SN	NW	WORD	word_len
65	48	diploma.	8
66	1	Einstein	8
66	2	married	7
66	3	Mileva	6
66	4	Maria	5
66	5	on	2
66	6	January	7
66	7	6,	2
66	8	1903.	5
67	1	Abram	5
67	2	Joffe,	6
67	3	a	1
67	4	Soviet	6
67	5	physicist	9
67	6	who	3
67	7	knew	4
67	8	Einstein,	9
67	9	in	2
67	10	an	2
67	11	obituary	8
67	12	of	2
67	13	Einstein,	9
67	14	wrote,	6
67	15	"""The"	4
67	16	author	6
67	17	of	2
67	18	[the	4
67	19	papers	6
67	20	of	2
67	21	1905]	5
67	22	was	3
67	23	...	3
67	24	a	1
67	25	bureaucrat	10
67	26	at	2
67	27	the	3
67	28	Patent	6
67	29	Office	6
67	30	in	2
67	31	Bern,	5
67	32	"Einstein-Maria"""	15
67	33	and	3
67	34	this	4
67	35	has	3
67	36	recently	8
67	37	been	4
67	38	taken	5
67	39	as	2
67	40	evidence	8
67	41	of	2
67	42	a	1
67	43	collaborative	13
67	44	relationship.	13
68	1	He	2
68	2	and	3
68	3	Mileva	6
68	4	had	3
68	5	an	2
68	6	illegitimate	12
68	7	daughter	8
68	8	Lieserl,	8
68	9	born	4
68	10	in	2
68	11	January	7
68	12	1902.	5
69	1	In	2
69	2	1894,	5
69	3	following	9
69	4	the	3
69	5	failure	7
69	6	of	2
69	7	Hermann's	9
69	8	electrochemical	15
69	9	business,	9
69	10	the	3
69	11	Einsteins	9
69	12	moved	5
69	13	from	4
69	14	Munich	6
69	15	to	2
69	16	Pavia,	6
69	17	Italy	5
69	18	(near	5
69	19	Milan).	7
70	1	Despite	7
70	2	excelling	9
70	3	in	2
70	4	the	3
70	5	mathematics	11
70	6	and	3
70	7	science	7
70	8	portion,	8
70	9	his	3
70	10	failure	7
70	11	of	2
70	12	the	3
70	13	liberal	7
70	14	arts	4
70	15	portion	7
70	16	of	2
70	17	the	3
70	18	Eidgenoessische	15
70	19	Technische	10
70	20	Hochschule	10
70	21	(ETH,	5
70	22	Swiss	5
70	23	Federal	7
70	24	Institute	9
70	25	of	2
70	26	Technology,	11
70	27	in	2
70	28	Zurich)	7
70	29	entrance	8
70	30	exam	4
70	31	the	3
70	32	following	9
70	33	year	4
70	34	was	3
70	35	a	1
70	36	setback;	8
70	37	his	3
70	38	family	6
70	39	sent	4
70	40	him	3
70	41	to	2
70	42	Aarau,	6
70	43	Switzerland,	12
70	44	to	2
70	45	finish	6
70	46	secondary	9
70	47	school,	7
70	48	where	5
70	49	he	2
70	50	received	8
70	51	his	3
70	52	diploma	7
70	53	in	2
70	54	September	9
70	55	1896.	5
71	1	Albert's	8
71	2	sister	6
71	3	Maja	4
71	4	was	3
71	5	to	2
71	6	later	5
71	7	marry	5
71	8	their	5
71	9	son	3
71	10	Paul,	5
71	11	and	3
71	12	his	3
71	13	friend	6
71	14	Michele	7
71	15	Besso	5
71	16	married	7
71	17	their	5
71	18	other	5
71	19	daughter	8
71	20	Anna.	5
72	1	The	3
72	2	same	4
72	3	year,	5
72	4	he	2
72	5	renounced	9
72	6	his	3
72	7	Wuerttemberg	12
72	8	citizenship	11
72	9	and	3
72	10	became	6
72	11	stateless.	10
73	1	On	2
73	2	May	3
73	3	14,	3
73	4	1904,	5
73	5	the	3
73	6	couple's	8
73	7	first	5
73	8	son,	4
73	9	Hans	4
73	10	Albert	6
73	11	Einstein,	9
73	12	was	3
73	13	born.	5
74	1	Einstein	8
74	2	was	3
74	3	born	4
74	4	at	2
74	5	Ulm	3
74	6	in	2
74	7	Baden-Wuerttemberg,	19
74	8	Germany,	8
74	9	about	5
74	10	100	3
74	11	km	2
74	12	east	4
74	13	of	2
74	14	Stuttgart.	10
75	1	The	3
75	2	family	6
75	3	was	3
75	4	Jewish	6
75	5	(non-observant);	16
75	6	Albert	6
75	7	attended	8
75	8	a	1
75	9	Catholic	8
75	10	elementary	10
75	11	school	6
75	12	and,	4
75	13	at	2
75	14	the	3
75	15	insistence	10
75	16	of	2
75	17	his	3
75	18	mother,	7
75	19	was	3
75	20	given	5
75	21	violin	6
75	22	lessons.	8
76	1	Miguel	6
76	2	Ferrer	6
76	3	(born	5
76	4	February	8
76	5	7,	2
76	6	1955	4
76	7	in	2
76	8	Santa	5
76	9	Monica,	7
76	10	California)	11
76	11	is	2
76	12	a	1
76	13	Puerto	6
76	14	Rican-American	14
76	15	actor	5
76	16	who	3
76	17	is	2
76	18	often	5
76	19	cast	4
76	20	in	2
76	21	movies	6
76	22	as	2
76	23	a	1
76	24	villain.	8
77	1	In	2
77	2	1983,	5
77	3	Miguel	6
77	4	was	3
77	5	given	5
77	6	a	1
77	7	small	5
77	8	part	4
77	9	as	2
77	10	a	1
77	11	waiter	6
77	12	in	2
77	13	the	3
77	14	movie	5
77	15	The	3
77	16	Man	3
77	17	Who	3
77	18	Wasn't	6
77	19	There.	6
78	1	He	2
78	2	was	3
78	3	also	4
78	4	given	5
78	5	a	1
78	6	small	5
78	7	part	4
78	8	in	2
78	9	Star	4
78	10	Trek	4
78	11	III:	4
78	12	The	3
78	13	Search	6
78	14	for	3
78	15	Spock	5
78	16	as	2
78	17	the	3
78	18	Excelsior	9
78	19	helm	4
78	20	officer.	8
79	1	Miguel	6
79	2	was	3
79	3	the	3
79	4	oldest	6
79	5	of	2
79	6	five	4
79	7	children	8
79	8	born	4
79	9	to	2
79	10	Oscar	5
79	11	winner	6
79	12	Jose	4
79	13	Ferrer	6
79	14	and	3
79	15	singer	6
79	16	Rosemary	8
79	17	Clooney-Ferrer.	15
80	1	Miguel	6
80	2	was	3
80	3	raised	6
80	4	amongst	7
80	5	all	3
80	6	the	3
80	7	splendor	8
80	8	and	3
80	9	glamour	7
80	10	of	2
80	11	Hollywood.	10
81	1	As	2
81	2	a	1
81	3	child,	6
81	4	his	3
81	5	hero	4
81	6	was	3
81	7	Batman,	7
81	8	and	3
81	9	as	2
81	10	a	1
81	11	teenager	8
81	12	his	3
81	13	interests	9
81	14	shifted	7
81	15	towards	7
81	16	music.	6
82	1	Miguel	6
82	2	played	6
82	3	the	3
82	4	drums	5
82	5	on	2
82	6	Keith	5
82	7	Moon's	6
82	8	Two	3
82	9	Sides	5
82	10	of	2
82	11	the	3
82	12	Moon.	5
83	1	Band	4
83	2	mate	4
83	3	Billy	5
83	4	Mumy	4
83	5	"(""Will"	6
83	6	"Robinson"""	9
83	7	on	2
83	8	the	3
83	9	T.V.	4
83	10	classic	7
83	11	Lost	4
83	12	In	2
83	13	Space)	6
83	14	cast	4
83	15	Miguel	6
83	16	as	2
83	17	a	1
83	18	drummer	7
83	19	in	2
83	20	his	3
83	21	first	5
83	22	television	10
83	23	role,	5
83	24	in	2
83	25	the	3
83	26	series	6
83	27	Sunshine.	9
84	1	Among	5
84	2	the	3
84	3	many	4
84	4	television	10
84	5	shows	5
84	6	in	2
84	7	which	5
84	8	Miguel	6
84	9	has	3
84	10	made	4
84	11	guest	5
84	12	appearances	11
84	13	are:	4
84	14	Miami	5
84	15	Vice,	5
84	16	CHiPs,	6
84	17	Will	4
84	18	&	1
84	19	Grace,	6
84	20	Superman,	9
84	21	Tales	5
84	22	from	4
84	23	the	3
84	24	Crypt	5
84	25	and	3
84	26	Twin	4
84	27	Peaks.	6
85	1	He	2
85	2	also	4
85	3	starred	7
85	4	in	2
85	5	the	3
85	6	mini	4
85	7	series	6
85	8	The	3
85	9	Stand.	6
86	1	Miguel	6
86	2	played	6
86	3	the	3
86	4	role	4
86	5	of	2
86	6	Dr.	3
86	7	Garret	6
86	8	Macy	4
86	9	in	2
86	10	NBC's	5
86	11	drama	5
86	12	Crossing	8
86	13	Jordan.	7
87	1	In	2
87	2	1999,	5
87	3	at	2
87	4	the	3
87	5	41st	4
87	6	Grammy	6
87	7	Awards,	7
87	8	Miguel	6
87	9	was	3
87	10	nominated	9
87	11	for	3
87	12	"""Best"	5
87	13	Spoken	6
87	14	Word	4
87	15	Album	5
87	16	for	3
87	17	"Children"""	9
87	18	in	2
87	19	Disney's	8
87	20	The	3
87	21	Lion	4
87	22	King	4
87	23	II,	3
87	24	"""Simba's"	8
87	25	Pride	5
87	26	"Read-Along""."	12
88	1	In	2
88	2	2003,	5
88	3	Miguel	6
88	4	made	4
88	5	his	3
88	6	New	3
88	7	York	4
88	8	stage	5
88	9	debut	5
88	10	in	2
88	11	the	3
88	12	Off-Broadway	12
88	13	production	10
88	14	of	2
88	15	The	3
88	16	Exonerated.	11
89	1	His	3
89	2	cousin	6
89	3	is	2
89	4	actor	5
89	5	George	6
89	6	Clooney.	8
90	1	His	3
90	2	brother	7
90	3	Gabriel	7
90	4	Ferrer	6
90	5	is	2
90	6	married	7
90	7	to	2
90	8	singer	6
90	9	Debby	5
90	10	Boone.	6
91	1	Miguel	6
91	2	was	3
91	3	close	5
91	4	friends	7
91	5	with	4
91	6	actress	7
91	7	Dominique	9
91	8	Dunne	5
91	9	and	3
91	10	in	2
91	11	1982	4
91	12	served	6
91	13	as	2
91	14	a	1
91	15	pallbearer	10
91	16	in	2
91	17	her	3
91	18	funeral.	8
92	1	William	7
92	2	Hindman	7
92	3	(April	6
92	4	1,	2
92	5	1743	4
92	6	-	1
92	7	January	7
92	8	19,	3
92	9	1822)	5
92	10	was	3
92	11	an	2
92	12	American	8
92	13	lawyer	6
92	14	and	3
92	15	statesman	9
92	16	from	4
92	17	Talbot	6
92	18	County,	7
92	19	Maryland.	9
93	1	He	2
93	2	represented	11
93	3	Maryland	8
93	4	in	2
93	5	the	3
93	6	Continental	11
93	7	Congress,	9
93	8	and	3
93	9	in	2
93	10	the	3
93	11	federal	7
93	12	Congress	8
93	13	as	2
93	14	both	4
93	15	the	3
93	16	Representative	14
93	17	and	3
93	18	a	1
93	19	U.S.	4
94	1	Senator	7
94	2	James	5
94	3	Lloyd	5
94	4	resigned,	9
94	5	and	3
94	6	Hindman	7
94	7	was	3
94	8	named	5
94	9	to	2
94	10	finish	6
94	11	his	3
94	12	term.	5
95	1	He	2
95	2	served	6
95	3	in	2
95	4	the	3
95	5	United	6
95	6	States	6
95	7	Senate	6
95	8	from	4
95	9	December	8
95	10	of	2
95	11	1800	4
95	12	until	5
95	13	November	8
95	14	of	2
95	15	1801.	5
96	1	In	2
96	2	the	3
96	3	Senate,	7
96	4	he	2
96	5	was	3
96	6	aligned	7
96	7	with	4
96	8	the	3
96	9	Federalists.	12
97	1	William	7
97	2	was	3
97	3	born	4
97	4	in	2
97	5	Dorchester	10
97	6	County,	7
97	7	Maryland,	9
97	8	the	3
97	9	second	6
97	10	son	3
97	11	of	2
97	12	Jacob	5
97	13	Hindman	7
97	14	(1713-1766)	11
97	15	and	3
97	16	Mary	4
97	17	Trippe	6
97	18	Hindman	7
97	19	(died	5
97	20	1782).	6
98	1	William	7
98	2	studied	7
98	3	law	3
98	4	at	2
98	5	the	3
98	6	Inns	4
98	7	of	2
98	8	Court	5
98	9	in	2
98	10	London,	7
98	11	returning	9
98	12	to	2
98	13	Maryland	8
98	14	in	2
98	15	1765.	5
99	1	Hindman	7
99	2	died	4
99	3	in	2
99	4	Baltimore,	10
99	5	Maryland	8
99	6	and	3
99	7	is	2
99	8	buried	6
99	9	in	2
99	10	St.	3
99	11	Paul�s	6
99	12	Burial	6
99	13	Ground	6
99	14	there.	6
100	1	In	2
100	2	1792	4
100	3	voters	6
100	4	returned	8
100	5	him	3
100	6	the	3
100	7	state	5
100	8	Senate,	7
100	9	but	3
100	10	later	5
100	11	that	4
100	12	year	4
100	13	he	2
100	14	was	3
100	15	appointed	9
100	16	to	2
100	17	the	3
100	18	United	6
100	19	States	6
100	20	House	5
100	21	of	2
100	22	Representatives	15
100	23	after	5
100	24	the	3
100	25	resignation	11
100	26	of	2
100	27	Joshua	6
100	28	Seney.	6
101	1	From	4
101	2	1775	4
101	3	and	3
101	4	1777,	5
101	5	Hindman	7
101	6	served	6
101	7	in	2
101	8	Maryland�s	10
101	9	revolutionary	13
101	10	government,	11
101	11	as	2
101	12	the	3
101	13	state�s	7
101	14	Treasurer	9
101	15	for	3
101	16	the	3
101	17	Eastern	7
101	18	Shore.	6
102	1	Clive	5
102	2	Jay	3
102	3	Davis	5
102	4	(born	5
102	5	April	5
102	6	4,	2
102	7	1934)	5
102	8	is	2
102	9	the	3
102	10	founder	7
102	11	of	2
102	12	Arista	6
102	13	Records,	8
102	14	and	3
102	15	member	6
102	16	of	2
102	17	the	3
102	18	Rock	4
102	19	and	3
102	20	Roll	4
102	21	Hall	4
102	22	of	2
102	23	Fame	4
102	24	as	2
102	25	a	1
102	26	nonperformer.	13
103	1	He	2
103	2	was	3
103	3	a	1
103	4	working	7
103	5	class	5
103	6	Jewish	6
103	7	boy	3
103	8	who	3
103	9	grew	4
103	10	up	2
103	11	in	2
103	12	Brooklyn,	9
103	13	New	3
103	14	York.	5
104	1	He	2
104	2	graduated	9
104	3	from	4
104	4	New	3
104	5	York	4
104	6	University`s	12
104	7	College	7
104	8	of	2
104	9	Arts	4
104	10	and	3
104	11	Sciences	8
104	12	in	2
104	13	1953	4
104	14	and	3
104	15	received	8
104	16	a	1
104	17	scholarship	11
104	18	to	2
104	19	Harvard	7
104	20	Law	3
104	21	School.	7
105	1	He	2
105	2	was	3
105	3	then	4
105	4	hired	5
105	5	by	2
105	6	the	3
105	7	legal	5
105	8	department	10
105	9	of	2
105	10	CBS	3
105	11	subsidiary	10
105	12	Columbia	8
105	13	Records.	8
106	1	In	2
106	2	1974,	5
106	3	he	2
106	4	founded	7
106	5	Arista	6
106	6	Records,	8
106	7	naming	6
106	8	it	2
106	9	after	5
106	10	his	3
106	11	secondary	9
106	12	school	6
106	13	honor	5
106	14	society.	8
107	1	Erasmus	7
107	2	Darwin	6
107	3	(December	9
107	4	12,	3
107	5	1731	4
107	6	-	1
107	7	April	5
107	8	18,	3
107	9	1802)	5
107	10	trained	7
107	11	as	2
107	12	a	1
107	13	physician	9
107	14	and	3
107	15	wrote	5
107	16	extensively	11
107	17	on	2
107	18	medicine	8
107	19	and	3
107	20	botany,	7
107	21	as	2
107	22	well	4
107	23	as	2
107	24	poetry.	7
108	1	He	2
108	2	lived	5
108	3	in	2
108	4	Lichfield	9
108	5	and	3
108	6	Derby,	6
108	7	England.	8
109	1	He	2
109	2	was	3
109	3	one	3
109	4	of	2
109	5	the	3
109	6	founder	7
109	7	members	7
109	8	of	2
109	9	the	3
109	10	Lunar	5
109	11	Society.	8
110	1	He	2
110	2	was	3
110	3	a	1
110	4	member	6
110	5	of	2
110	6	the	3
110	7	Darwin-Wedgwood	15
110	8	family,	7
110	9	most	4
110	10	famously	8
110	11	including	9
110	12	his	3
110	13	grandson,	9
110	14	Charles	7
110	15	Darwin.	7
111	1	He	2
111	2	was	3
111	3	born	4
111	4	near	4
111	5	at	2
111	6	Elston	6
111	7	Hall	4
111	8	near	4
111	9	Nottingham,	11
111	10	and	3
111	11	educated	8
111	12	at	2
111	13	Chesterfield	12
111	14	School	6
111	15	then	4
111	16	later	5
111	17	at	2
111	18	St.	3
111	19	John's	6
111	20	College,	8
111	21	Cambridge.	10
112	1	He	2
112	2	obtained	8
112	3	his	3
112	4	degree	6
112	5	at	2
112	6	Edinburgh	9
112	7	Medical	7
112	8	School.	7
113	1	He	2
113	2	practised	9
113	3	medicine	8
113	4	in	2
113	5	Lichfield	9
113	6	in	2
113	7	Staffordshire	13
113	8	for	3
113	9	twenty	6
113	10	years;	6
113	11	George	6
113	12	III	3
113	13	invited	7
113	14	him	3
113	15	to	2
113	16	be	2
113	17	royal	5
113	18	physician	9
113	19	but	3
113	20	he	2
113	21	declined.	9
114	1	In	2
114	2	1781	4
114	3	he	2
114	4	moved	5
114	5	to	2
114	6	Derby,	6
114	7	where	5
114	8	he	2
114	9	died	4
114	10	suddenly	8
114	11	on	2
114	12	the	3
114	13	18th	4
114	14	of	2
114	15	April	5
114	16	1802.	5
115	1	His	3
115	2	most	4
115	3	important	9
115	4	scientific	10
115	5	work	4
115	6	is	2
115	7	his	3
115	8	Zoonomia	8
115	9	(1794-1796),	12
115	10	which	5
115	11	contains	8
115	12	a	1
115	13	system	6
115	14	of	2
115	15	pathology,	10
115	16	and	3
115	17	a	1
115	18	treatise	8
115	19	on	2
115	20	"""generation,"""	13
115	21	in	2
115	22	which	5
115	23	he,	3
115	24	in	2
115	25	the	3
115	26	words	5
115	27	of	2
115	28	his	3
115	29	famous	6
115	30	grandson,	9
115	31	Charles	7
115	32	Robert	6
115	33	Darwin,	7
115	34	anticipated	11
115	35	the	3
115	36	views	5
115	37	of	2
115	38	Jean-Baptiste	13
115	39	Lamarck,	8
115	40	who	3
115	41	in	2
115	42	turn	4
115	43	is	2
115	44	regarded	8
115	45	to	2
115	46	have	4
115	47	foreshadowed	12
115	48	the	3
115	49	theory	6
115	50	of	2
115	51	evolution.	10
116	1	Eunice	6
116	2	Mary	4
116	3	Kennedy	7
116	4	Shriver	7
116	5	(born	5
116	6	July	4
116	7	10,	3
116	8	1921	4
116	9	in	2
116	10	Brookline,	10
116	11	Massachusetts)	14
116	12	is	2
116	13	a	1
116	14	member	6
116	15	of	2
116	16	the	3
116	17	Kennedy	7
116	18	family.	7
117	1	Her	3
117	2	father	6
117	3	was	3
117	4	Joseph	6
117	5	P.	2
117	6	Kennedy,	8
117	7	Sr.,	4
117	8	and	3
117	9	her	3
117	10	mother	6
117	11	was	3
117	12	Rose	4
117	13	Kennedy.	8
118	1	On	2
118	2	May	3
118	3	23,	3
118	4	1953,	5
118	5	she	3
118	6	married	7
118	7	Robert	6
118	8	Sargent	7
118	9	Shriver,	8
118	10	Jr.,	4
118	11	who	3
118	12	was	3
118	13	U.S.	4
118	14	ambassador	10
118	15	to	2
118	16	France	6
118	17	from	4
118	18	1968	4
118	19	to	2
118	20	1970,	5
118	21	and	3
118	22	was	3
118	23	Democratic	10
118	24	vice-presidential	17
118	25	candidate	9
118	26	in	2
118	27	1972.	5
119	1	She	3
119	2	actively	8
119	3	campaigned	10
119	4	for	3
119	5	her	3
119	6	brother	7
119	7	John	4
119	8	F.	2
119	9	Kennedy,	8
119	10	and	3
119	11	supported	9
119	12	Arnold	6
119	13	Schwarzenegger's	16
119	14	successful	10
119	15	bid	3
119	16	for	3
119	17	governor	8
119	18	of	2
119	19	California	10
119	20	in	2
119	21	2003.	5
120	1	King	4
120	2	married	7
120	3	Coretta	7
120	4	Scott	5
120	5	on	2
120	6	June	4
120	7	18,	3
120	8	1953.	5
121	1	The	3
121	2	wedding	7
121	3	ceremony	8
121	4	took	4
121	5	place	5
121	6	in	2
121	7	Scott's	7
121	8	parents'	8
121	9	house	5
121	10	in	2
121	11	Marion,	7
121	12	Alabama,	8
121	13	and	3
121	14	was	3
121	15	performed	9
121	16	by	2
121	17	King's	6
121	18	father.	7
122	1	In	2
122	2	1953,	5
122	3	King	4
122	4	became	6
122	5	the	3
122	6	pastor	6
122	7	of	2
122	8	the	3
122	9	Dexter	6
122	10	Avenue	6
122	11	Baptist	7
122	12	Church	6
122	13	in	2
122	14	Montgomery,	11
122	15	Alabama.	8
123	1	The	3
123	2	Reverend	8
123	3	Martin	6
123	4	Luther	6
123	5	King,	5
123	6	Jr.	3
123	7	Ph.D.,	6
123	8	Boston	6
123	9	University	10
123	10	(January	8
123	11	15,	3
123	12	1929	4
123	13	-	1
123	14	April	5
123	15	4,	2
123	16	1968)	5
123	17	was	3
123	18	an	2
123	19	American	8
123	20	Nobel	5
123	21	Laureate,	9
123	22	Baptist	7
123	23	minister,	9
123	24	and	3
123	25	African	7
123	26	American	8
123	27	civil	5
123	28	rights	6
123	29	activist.	9
124	1	He	2
124	2	also	4
124	3	was	3
124	4	awarded	7
124	5	the	3
124	6	Presidential	12
124	7	Medal	5
124	8	of	2
124	9	Freedom.	8
125	1	Following	9
125	2	the	3
125	3	campaign,	9
125	4	King	4
125	5	was	3
125	6	instrumental	12
125	7	in	2
125	8	the	3
125	9	founding	8
125	10	of	2
125	11	the	3
125	12	Southern	8
125	13	Christian	9
125	14	Leadership	10
125	15	Conference	10
125	16	(SCLC)	6
125	17	in	2
125	18	1957,	5
125	19	a	1
125	20	group	5
125	21	created	7
125	22	to	2
125	23	harness	7
125	24	the	3
125	25	moral	5
125	26	authority	9
125	27	and	3
125	28	organizing	10
125	29	power	5
125	30	of	2
125	31	black	5
125	32	churches	8
125	33	to	2
125	34	conduct	7
125	35	nonviolent	10
125	36	protests	8
125	37	in	2
125	38	the	3
125	39	service	7
125	40	of	2
125	41	civil	5
125	42	rights	6
125	43	reform.	7
126	1	The	3
126	2	organization's	14
126	3	nonviolent	10
126	4	principles	10
126	5	were	4
126	6	criticized	10
126	7	by	2
126	8	the	3
126	9	younger,	8
126	10	more	4
126	11	radical	7
126	12	blacks	6
126	13	and	3
126	14	challenged	10
126	15	by	2
126	16	the	3
126	17	Student	7
126	18	Nonviolent	10
126	19	Coordinating	12
126	20	Committee	9
126	21	(SNCC)	6
126	22	then	4
126	23	headed	6
126	24	by	2
126	25	James	5
126	26	Foreman.	8
127	1	King	4
127	2	was	3
127	3	born	4
127	4	in	2
127	5	Atlanta,	8
127	6	Georgia	7
127	7	to	2
127	8	the	3
127	9	Rev.	4
127	10	Martin	6
127	11	Luther	6
127	12	King,	5
127	13	Sr.	3
127	14	and	3
127	15	Alberta	7
127	16	Williams	8
127	17	King.	5
128	1	He	2
128	2	graduated	9
128	3	from	4
128	4	Morehouse	9
128	5	College	7
128	6	with	4
128	7	a	1
128	8	Bachelor	8
128	9	of	2
128	10	Arts	4
128	11	degree	6
128	12	in	2
128	13	Sociology	9
128	14	in	2
128	15	1948.	5
129	1	His	3
129	2	application	11
129	3	to	2
129	4	Yale	4
129	5	Divinity	8
129	6	School	6
129	7	was	3
129	8	rejected,	9
129	9	and	3
129	10	he	2
129	11	graduated	9
129	12	from	4
129	13	Crozer	6
129	14	Theological	11
129	15	Seminary	8
129	16	in	2
129	17	Chester,	8
129	18	Pennsylvania	12
129	19	[1]	3
129	20	with	4
129	21	a	1
129	22	Bachelor	8
129	23	of	2
129	24	Divinity	8
129	25	in	2
129	26	1951.	5
130	1	He	2
130	2	received	8
130	3	his	3
130	4	Ph.D.	5
130	5	in	2
130	6	Systematic	10
130	7	theology	8
130	8	from	4
130	9	Boston	6
130	10	University	10
130	11	in	2
130	12	1955.	5
131	1	Gail	4
131	2	Davis	5
131	3	(born	5
131	4	October	7
131	5	5,	2
131	6	1925;	5
131	7	died	4
131	8	March	5
131	9	15,	3
131	10	1997)	5
131	11	was	3
131	12	an	2
131	13	American	8
131	14	actress.	8
132	1	She	3
132	2	and	3
132	3	her	3
132	4	husband	7
132	5	moved	5
132	6	to	2
132	7	Hollywood,	10
132	8	California	10
132	9	to	2
132	10	pursue	6
132	11	a	1
132	12	career	6
132	13	in	2
132	14	motion	6
132	15	pictures	8
132	16	and	3
132	17	in	2
132	18	1947,	5
132	19	as	2
132	20	"""Gail"	5
132	21	"Davis,"""	7
132	22	she	3
132	23	made	4
132	24	her	3
132	25	motion	6
132	26	picture	7
132	27	debut	5
132	28	in	2
132	29	a	1
132	30	comedy	6
132	31	film	4
132	32	short.	6
133	1	She	3
133	2	then	4
133	3	appeared	8
133	4	in	2
133	5	minor	5
133	6	roles	5
133	7	in	2
133	8	another	7
133	9	four	4
133	10	films	5
133	11	until	5
133	12	landing	7
133	13	a	1
133	14	supporting	10
133	15	role	4
133	16	under	5
133	17	star	4
133	18	Roy	3
133	19	Rogers	6
133	20	in	2
133	21	a	1
133	22	1948	4
133	23	Western	7
133	24	film	4
133	25	called	6
133	26	The	3
133	27	Far	3
133	28	Frontier.	9
134	1	Between	7
134	2	then	4
134	3	and	3
134	4	1953,	5
134	5	Davis	5
134	6	appeared	8
134	7	in	2
134	8	more	4
134	9	than	4
134	10	three	5
134	11	dozen	5
134	12	films,	6
134	13	of	2
134	14	which	5
134	15	all	3
134	16	but	3
134	17	three	5
134	18	were	4
134	19	in	2
134	20	the	3
134	21	Western	7
134	22	genre	5
134	23	and	3
134	24	that	4
134	25	included	8
134	26	fourteen	8
134	27	films	5
134	28	with	4
134	29	the	3
134	30	singing	7
134	31	cowboy	6
134	32	star,	5
134	33	Gene	4
134	34	Autry.	6
135	1	In	2
135	2	1950,	5
135	3	she	3
135	4	began	5
135	5	to	2
135	6	guest	5
135	7	star	4
135	8	in	2
135	9	television	10
135	10	Westerns,	9
135	11	notably	7
135	12	in	2
135	13	the	3
135	14	"""Lone"	5
135	15	"Ranger"""	7
135	16	and	3
135	17	"""Cisco"	6
135	18	"Kid"""	4
135	19	series	6
135	20	plus	4
135	21	more	4
135	22	than	4
135	23	a	1
135	24	dozen	5
135	25	appearances	11
135	26	on	2
135	27	the	3
135	28	"""Gene"	5
135	29	Autry	5
135	30	"Show""."	6
136	1	Gail	4
136	2	Davis	5
136	3	passed	6
136	4	away	4
136	5	from	4
136	6	cancer	6
136	7	in	2
136	8	1997	4
136	9	in	2
136	10	Los	3
136	11	Angeles,	8
136	12	California	10
136	13	and	3
136	14	was	3
136	15	interred	8
136	16	there	5
136	17	in	2
136	18	the	3
136	19	Forest	6
136	20	Lawn	4
136	21	-	1
136	22	Hollywood	9
136	23	Hills	5
136	24	Cemetery.	9
137	1	The	3
137	2	daughter	8
137	3	of	2
137	4	a	1
137	5	small	5
137	6	town	4
137	7	medical	7
137	8	doctor,	7
137	9	she	3
137	10	was	3
137	11	born	4
137	12	Betty	5
137	13	Jeanne	6
137	14	Grayson	7
137	15	in	2
137	16	a	1
137	17	hospital	8
137	18	at	2
137	19	Little	6
137	20	Rock,	5
137	21	Arkansas.	9
138	1	Her	3
138	2	family	6
138	3	lived	5
138	4	in	2
138	5	McGehee,	8
138	6	Arkansas	8
138	7	where	5
138	8	she	3
138	9	was	3
138	10	raised	6
138	11	until	5
138	12	they	4
138	13	moved	5
138	14	to	2
138	15	Little	6
138	16	Rock.	5
139	1	She	3
139	2	had	3
139	3	been	4
139	4	singing	7
139	5	and	3
139	6	dancing	7
139	7	since	5
139	8	childhood	9
139	9	and	3
139	10	after	5
139	11	graduating	10
139	12	from	4
139	13	high	4
139	14	scool	5
139	15	in	2
139	16	Little	6
139	17	Rock,	5
139	18	she	3
139	19	went	4
139	20	to	2
139	21	study	5
139	22	drama	5
139	23	at	2
139	24	girl's	6
139	25	college	7
139	26	in	2
139	27	Bryn	4
139	28	Mawr,	5
139	29	Pennsylvania	12
139	30	before	6
139	31	completing	10
139	32	her	3
139	33	education	9
139	34	at	2
139	35	the	3
139	36	University	10
139	37	of	2
139	38	Texas	5
139	39	in	2
139	40	Austin.	7
140	1	Between	7
140	2	1954	4
140	3	and	3
140	4	1956,	5
140	5	Gail	4
140	6	Davis	5
140	7	starred	7
140	8	as	2
140	9	the	3
140	10	Western	7
140	11	sharpshooter,	13
140	12	Annie	5
140	13	Oakley	6
140	14	in	2
140	15	the	3
140	16	Annie	5
140	17	Oakley	6
140	18	television	10
140	19	series	6
140	20	on	2
140	21	the	3
140	22	ABC	3
140	23	network.	8
141	1	Elvis	5
141	2	Aron	4
141	3	Presley	7
141	4	(January	8
141	5	8,	2
141	6	1935	4
141	7	-	1
141	8	August	6
141	9	16,	3
141	10	1977),	6
141	11	also	4
141	12	known	5
141	13	as	2
141	14	The	3
141	15	King	4
141	16	of	2
141	17	Rock	4
141	18	and	3
141	19	Roll	4
141	20	(sometimes	10
141	21	shortened	9
141	22	to	2
141	23	The	3
141	24	King)	5
141	25	was	3
141	26	an	2
141	27	American	8
141	28	singer	6
141	29	and	3
141	30	actor.	6
142	1	The	3
142	2	movies	6
142	3	Jailhouse	9
142	4	Rock	4
142	5	(1957),	7
142	6	King	4
142	7	Creole	6
142	8	(1958),	7
142	9	and	3
142	10	Flaming	7
142	11	Star	4
142	12	(1960)	6
142	13	are	3
